mmsi,total_records,first_seen,last_seen,duration_days,avg_latitude,avg_longitude,avg_speed_knots,min_speed_knots,max_speed_knots,avg_course
259281000,410,2024-11-16 21:53:29.504000+00:00,2024-11-16 22:51:57.740000+00:00,0.04,61.1306,5.0759,9.81,8.6,11.0,189.7
258184000,409,2025-03-14 10:43:48.038000+00:00,2025-03-14 11:59:38.035000+00:00,0.05,60.0324,5.3438,11.09,10.6,11.8,155.9
257268700,408,2024-10-29 10:34:33.398000+00:00,2024-11-27 14:58:07.712000+00:00,29.18,61.1356,5.022,13.49,11.7,14.9,241.9
259647000,403,2024-12-15 23:27:31.259000+00:00,2024-12-19 21:59:28.472000+00:00,3.94,61.1318,5.0227,10.74,9.2,12.2,219.9
257041670,402,2025-01-27 12:49:38.883000+00:00,2025-03-15 05:59:50.093000+00:00,46.72,60.7009,5.095,9.88,9.2,10.5,179.5
257032500,400,2025-03-27 18:20:10.913000+00:00,2025-03-27 19:33:10.063000+00:00,0.05,60.0399,5.3001,10.89,10.2,11.4,151.4
257122640,398,2024-08-28 08:13:24.617000+00:00,2024-08-28 08:37:09.597000+00:00,0.02,61.1325,5.0225,20.21,0.9,24.5,217.8
258030900,396,2024-11-17 15:50:44.315000+00:00,2024-11-17 16:38:13.908000+00:00,0.03,61.1329,5.0749,12.38,11.7,13.1,178.5
246244000,393,2024-11-25 15:03:59.449000+00:00,2024-11-25 15:39:25.068000+00:00,0.02,61.1319,5.0219,10.65,8.2,12.7,183.3
265339000,392,2024-10-10 14:19:35.920000+00:00,2024-10-10 15:03:44.165000+00:00,0.03,61.1316,5.0226,8.57,7.9,9.0,181.8
257144700,391,2024-08-11 09:12:08.770000+00:00,2024-08-28 07:23:09.691000+00:00,16.92,61.1299,5.0225,13.29,12.2,14.3,203.0
259167000,391,2025-03-14 19:03:05.928000+00:00,2025-03-14 20:13:24.755000+00:00,0.05,60.0316,5.3498,11.88,11.2,12.8,335.3
259166000,390,2025-03-07 17:40:45.151000+00:00,2025-03-21 11:07:53.985000+00:00,13.73,59.9869,5.2169,11.14,10.5,11.6,180.6
246996000,388,2025-03-04 17:53:31.423000+00:00,2025-03-04 19:02:10.723000+00:00,0.05,60.0312,5.3512,12.23,11.7,13.2,285.6
257817500,385,2025-03-21 13:29:34.179000+00:00,2025-03-21 14:26:23.481000+00:00,0.04,61.1328,5.0222,6.69,6.0,7.2,181.9
314702000,385,2025-02-20 05:08:40.507000+00:00,2025-02-20 06:07:20.329000+00:00,0.04,61.1339,5.0729,9.5,8.2,11.1,176.9
257209400,384,2024-09-09 16:09:23.472000+00:00,2024-09-09 17:14:52.480000+00:00,0.05,61.1311,5.0239,6.0,5.0,6.9,269.7
257368900,382,2024-09-26 09:40:43.556000+00:00,2024-09-26 09:54:13.379000+00:00,0.01,61.137,5.0214,25.92,24.7,26.7,253.8
230091950,380,2025-03-12 16:31:26.527000+00:00,2025-03-12 17:44:29.273000+00:00,0.05,60.0473,5.336,11.54,10.5,12.1,157.4
211316290,379,2024-10-06 17:07:48.925000+00:00,2024-10-06 18:07:59.698000+00:00,0.04,61.1326,5.0214,6.16,5.7,7.1,182.5
311027100,377,2024-08-20 23:49:23.369000+00:00,2024-08-21 00:37:33.947000+00:00,0.03,61.1247,5.0766,12.19,11.7,12.6,186.5
259360000,369,2024-10-22 17:20:25.668000+00:00,2024-12-07 07:47:00.703000+00:00,45.6,61.134,5.0225,12.06,11.2,12.9,181.8
231790000,369,2024-12-15 03:45:09.664000+00:00,2024-12-15 04:35:39.016000+00:00,0.04,61.1297,5.0774,11.91,11.1,12.4,178.6
257315000,369,2025-03-16 05:13:20.522000+00:00,2025-03-16 06:16:40.953000+00:00,0.04,60.0329,5.3474,13.16,12.7,13.7,334.9
244956000,367,2025-03-11 06:07:18.508000+00:00,2025-03-11 07:10:38.635000+00:00,0.04,60.029,5.3471,13.31,12.5,13.9,154.0
258245000,365,2025-03-21 14:38:26.443000+00:00,2025-03-21 15:50:55.079000+00:00,0.05,60.0317,5.3488,11.47,11.0,11.7,334.7
257285400,363,2024-08-21 17:00:48.648000+00:00,2024-08-21 18:00:06.888000+00:00,0.04,61.0952,5.0216,10.82,10.1,11.5,224.3
246337000,360,2024-12-18 16:22:48.130000+00:00,2024-12-18 17:16:48.951000+00:00,0.04,61.1355,5.0216,6.73,5.7,8.3,180.9
257974000,358,2025-03-08 13:11:09.237000+00:00,2025-03-08 14:15:28.857000+00:00,0.04,60.0338,5.3499,12.96,12.5,13.7,325.0
258403000,354,2024-12-16 23:31:00.280000+00:00,2024-12-17 00:22:50.454000+00:00,0.04,61.1295,5.0752,11.27,10.4,12.1,179.5
232039997,351,2024-12-04 00:48:07.026000+00:00,2024-12-04 01:32:25.503000+00:00,0.03,61.1332,5.0222,7.99,7.4,8.7,183.5
219775000,349,2024-12-07 06:33:55.124000+00:00,2025-02-24 02:21:59.873000+00:00,78.83,61.1303,5.0227,11.67,8.5,13.2,181.2
259602000,347,2025-03-14 18:42:59.816000+00:00,2025-03-14 19:49:10.939000+00:00,0.05,60.0349,5.359,12.52,9.4,13.5,186.8
257183000,347,2024-09-30 09:11:45.973000+00:00,2024-09-30 09:57:55.458000+00:00,0.03,61.1372,5.0205,7.59,6.7,8.4,179.0
257553600,344,2024-11-14 13:02:10.689000+00:00,2024-11-14 13:32:05.179000+00:00,0.02,61.1041,5.0209,21.64,21.0,22.5,178.0
257015000,340,2024-10-22 22:33:18.619000+00:00,2024-10-22 23:19:08.795000+00:00,0.03,61.1314,5.0742,12.25,11.4,13.1,179.7
314423000,335,2024-11-17 10:29:00.662000+00:00,2024-11-17 11:13:19.821000+00:00,0.03,61.1315,5.023,8.63,8.0,9.2,230.1
304814000,334,2025-03-08 05:18:52.927000+00:00,2025-03-08 06:22:14.700000+00:00,0.04,60.0332,5.3512,13.18,12.7,13.6,324.6
258015500,334,2024-12-11 20:26:06.244000+00:00,2025-01-19 06:43:34.898000+00:00,38.43,61.1299,5.0244,7.37,6.8,8.1,266.6
314603000,328,2024-12-16 16:02:53.564000+00:00,2024-12-16 16:41:52.867000+00:00,0.03,61.1361,5.0217,9.11,8.3,9.8,181.2
259543000,324,2024-12-18 20:00:49.019000+00:00,2024-12-18 20:49:14.374000+00:00,0.03,61.1275,5.0737,11.9,9.7,13.6,185.9
257101030,323,2024-10-15 11:51:36.872000+00:00,2024-10-15 12:42:47.072000+00:00,0.04,61.1336,5.0218,7.24,6.9,7.7,181.3
259320000,316,2024-09-28 04:31:26.893000+00:00,2024-09-28 05:20:17.105000+00:00,0.03,61.136,5.0214,7.28,6.9,7.6,181.3
259657000,314,2024-12-18 19:40:38.375000+00:00,2024-12-18 20:32:29.742000+00:00,0.04,61.1062,5.0245,11.31,10.6,11.8,214.7
257477000,314,2024-09-15 00:23:56.130000+00:00,2024-09-15 01:06:25.883000+00:00,0.03,61.1295,5.0229,8.99,8.3,9.6,208.0
259026900,312,2025-03-20 10:40:38.084000+00:00,2025-03-20 11:03:41.691000+00:00,0.02,60.1152,5.3337,13.89,12.9,15.1,234.7
246695000,311,2025-02-22 00:19:28.912000+00:00,2025-02-22 01:10:39.670000+00:00,0.04,61.1255,5.0792,11.77,10.1,12.8,182.8
314182000,310,2024-08-13 19:12:33.733000+00:00,2024-08-13 19:52:41.966000+00:00,0.03,61.1369,5.0217,8.72,8.3,9.8,180.2
257231000,309,2024-08-10 13:47:34.009000+00:00,2024-08-10 14:41:12.764000+00:00,0.04,61.129,5.0237,6.83,5.8,7.5,183.5
258228500,305,2025-02-28 09:20:29.236000+00:00,2025-03-14 11:44:59.412000+00:00,14.1,60.0828,5.2097,3.03,0.0,8.9,187.0
314553000,302,2024-10-17 16:19:07.025000+00:00,2024-10-17 16:58:57.304000+00:00,0.03,61.1342,5.022,8.88,8.5,9.4,182.1
314419000,300,2025-01-18 22:59:34.336000+00:00,2025-01-18 23:40:53.748000+00:00,0.03,61.1314,5.0218,8.57,8.0,9.1,182.7
314602000,299,2024-08-18 06:00:58.331000+00:00,2024-08-18 06:44:59.621000+00:00,0.03,61.1319,5.0232,8.35,8.0,8.9,182.2
257619000,296,2024-09-12 16:30:03.514000+00:00,2024-11-27 01:37:02.150000+00:00,75.38,61.1273,5.024,9.41,8.5,10.0,241.1
257069640,292,2025-03-23 08:43:01.431000+00:00,2025-03-23 09:35:00.526000+00:00,0.04,60.1129,5.4655,11.2,11.0,11.4,105.0
257181020,291,2024-10-19 16:04:26.009000+00:00,2024-10-19 16:51:56.317000+00:00,0.03,61.1315,5.0236,8.06,7.5,8.4,241.5
258315000,290,2024-10-08 19:57:31.626000+00:00,2024-10-08 20:45:12.418000+00:00,0.03,61.134,5.0215,7.71,6.8,8.3,182.6
259034890,290,2024-09-25 11:37:31.212000+00:00,2024-09-25 12:27:20.263000+00:00,0.03,61.1324,5.0226,7.61,7.2,8.5,253.7
259139000,288,2024-09-12 08:49:42.471000+00:00,2024-09-12 09:12:18.009000+00:00,0.02,61.1319,5.0236,16.18,15.1,16.9,184.3
257114400,286,2024-08-29 16:57:22.446000+00:00,2024-08-29 17:27:40.345000+00:00,0.02,61.0945,5.0225,21.17,19.9,22.4,201.7
314554000,285,2024-12-19 06:52:45.263000+00:00,2024-12-19 07:30:34.418000+00:00,0.03,61.127,5.0246,10.43,9.5,11.0,235.0
257574500,284,2024-10-24 07:56:12.746000+00:00,2024-10-24 08:42:23.666000+00:00,0.03,61.1316,5.0227,7.98,7.5,8.3,182.3
257336000,283,2025-01-13 02:13:54.624000+00:00,2025-01-13 03:00:36.187000+00:00,0.03,61.1352,5.0211,7.89,7.4,8.6,180.0
259651000,281,2025-03-04 02:18:01.257000+00:00,2025-03-04 03:30:19.897000+00:00,0.05,60.0285,5.3591,11.69,10.9,12.7,274.4
257018140,281,2025-03-18 18:16:24.421000+00:00,2025-03-29 09:04:39.160000+00:00,10.62,60.0917,5.2217,3.14,0.0,7.9,148.1
257043500,280,2024-08-30 05:39:38.739000+00:00,2024-08-30 06:23:09.417000+00:00,0.03,61.1328,5.0225,8.28,7.5,8.8,234.5
265472000,278,2024-12-10 01:26:38.591000+00:00,2024-12-10 02:07:18.485000+00:00,0.03,61.1332,5.0224,9.1,8.0,10.0,182.7
259536000,278,2024-09-25 09:58:24.491000+00:00,2024-09-25 10:45:45.366000+00:00,0.03,61.1287,5.0231,8.45,7.9,8.9,246.7
212878000,278,2024-11-16 03:21:39.334000+00:00,2024-11-16 04:03:00.415000+00:00,0.03,61.1302,5.0241,9.69,8.9,11.7,251.4
308785000,277,2024-10-05 21:20:36.931000+00:00,2024-10-05 22:07:27.682000+00:00,0.03,61.1241,5.0764,12.94,12.1,13.8,183.5
257372000,276,2025-03-24 05:34:42.229000+00:00,2025-03-25 18:33:32.911000+00:00,1.54,59.989,5.2147,11.53,9.3,13.5,188.1
257905500,275,2024-08-15 09:49:40.439000+00:00,2024-08-15 10:43:31.383000+00:00,0.04,61.13,5.0217,7.28,6.3,8.3,181.0
257492800,275,2025-02-26 00:04:35.919000+00:00,2025-02-26 00:46:53.516000+00:00,0.03,59.9792,5.2216,7.56,7.4,8.0,221.9
257100800,273,2025-02-26 08:49:35.424000+00:00,2025-02-26 09:40:45.650000+00:00,0.04,59.9772,5.2571,6.94,3.7,7.5,327.3
257079000,272,2025-03-01 16:46:02.190000+00:00,2025-03-01 17:31:12.496000+00:00,0.03,61.1299,5.023,8.79,8.3,9.3,241.5
258116000,272,2025-01-24 19:39:51.409000+00:00,2025-01-24 20:24:41.450000+00:00,0.03,61.1345,5.0214,8.46,6.6,9.2,180.3
231851000,272,2024-12-18 06:45:09.221000+00:00,2024-12-18 07:27:48.622000+00:00,0.03,61.1326,5.0221,8.61,7.9,9.2,182.4
231834000,272,2024-08-26 03:32:00.875000+00:00,2024-08-26 04:11:41.373000+00:00,0.03,61.1291,5.0231,9.4,8.5,9.9,231.5
266465000,271,2024-11-16 07:27:15.539000+00:00,2024-11-16 08:02:54.608000+00:00,0.02,61.1376,5.0217,10.35,6.5,12.7,180.6
246591000,270,2025-03-06 15:43:54.165000+00:00,2025-03-06 16:10:03.962000+00:00,0.02,61.1293,5.023,14.16,13.6,14.6,183.1
265738430,269,2024-12-04 03:16:42.017000+00:00,2024-12-04 03:57:02.902000+00:00,0.03,61.1382,5.0215,8.8,7.6,10.6,182.1
258313000,268,2025-03-22 04:25:37.956000+00:00,2025-03-22 06:00:35.670000+00:00,0.07,60.0283,5.3462,8.84,8.4,9.2,153.6
258325000,262,2025-01-03 13:43:49.808000+00:00,2025-01-03 14:27:38.803000+00:00,0.03,61.1324,5.023,8.81,8.2,9.3,261.1
246518000,260,2024-11-16 13:39:48.210000+00:00,2024-11-16 14:04:24.733000+00:00,0.02,61.1278,5.0231,16.01,15.0,16.6,241.8
257159000,259,2025-02-04 21:36:27.191000+00:00,2025-02-04 22:18:06.865000+00:00,0.03,61.1322,5.0222,8.85,8.4,9.4,182.4
258442000,259,2025-02-07 18:55:12.314000+00:00,2025-02-07 19:47:12.653000+00:00,0.04,61.134,5.0218,6.78,6.0,7.3,182.2
305343000,258,2024-12-15 21:42:51.765000+00:00,2024-12-15 22:08:27.060000+00:00,0.02,61.1338,5.0221,14.56,13.4,15.4,181.7
257312000,257,2024-11-25 19:30:28.836000+00:00,2024-11-25 20:08:39.555000+00:00,0.03,61.1336,5.0226,9.45,9.0,10.0,182.1
257188000,257,2025-02-24 10:23:10.442000+00:00,2025-02-24 11:05:31.139000+00:00,0.03,61.1312,5.0231,9.19,7.5,9.9,182.7
210445000,255,2024-10-20 06:50:49.069000+00:00,2024-12-18 19:45:17.553000+00:00,59.54,61.1345,5.0223,8.63,8.1,9.5,181.1
275497000,254,2025-02-23 22:04:28.173000+00:00,2025-02-23 22:42:47.456000+00:00,0.03,61.1305,5.0224,9.83,9.1,10.3,254.8
257072440,253,2025-03-13 09:57:22.801000+00:00,2025-03-13 11:44:53.772000+00:00,0.07,59.9968,5.3783,8.16,7.2,9.7,209.9
259408000,253,2025-01-17 23:22:53.241000+00:00,2025-01-18 00:04:33.867000+00:00,0.03,61.1285,5.0254,9.25,4.9,10.7,274.7
375116000,253,2024-12-23 18:43:58.646000+00:00,2024-12-23 19:05:28.752000+00:00,0.01,61.1324,5.0225,16.7,15.8,17.3,182.6
257031710,250,2024-10-14 19:11:48.917000+00:00,2024-10-14 19:53:48.892000+00:00,0.03,61.1376,5.0215,8.42,7.7,9.1,180.4
258030880,248,2024-10-13 05:59:46.745000+00:00,2024-10-13 06:16:22.232000+00:00,0.01,61.1309,5.0233,21.73,20.8,22.7,182.4
257913000,244,2024-11-16 18:35:33.079000+00:00,2024-11-16 19:13:53.949000+00:00,0.03,61.1282,5.0242,10.21,8.1,11.6,235.2
231850000,241,2025-01-13 13:53:18.866000+00:00,2025-01-13 14:30:38.005000+00:00,0.03,61.1331,5.0225,9.86,9.3,10.5,183.0
258324000,241,2024-08-11 00:45:17.454000+00:00,2024-08-11 01:22:28.246000+00:00,0.03,61.132,5.0227,9.88,9.3,10.4,184.0
304011026,240,2025-02-19 21:19:46.737000+00:00,2025-02-19 22:00:05.702000+00:00,0.03,61.13,5.0229,9.79,9.0,10.9,181.7
232028941,240,2025-02-24 16:55:45.280000+00:00,2025-02-24 17:27:55.322000+00:00,0.02,61.1287,5.0242,11.7,11.3,12.2,183.3
259187000,237,2024-10-04 21:16:46.190000+00:00,2024-10-04 21:41:33.775000+00:00,0.02,61.1336,5.0215,14.53,13.5,15.1,181.4
257039490,236,2024-12-17 03:13:26.010000+00:00,2024-12-17 03:47:46.950000+00:00,0.02,61.1359,5.0217,10.32,8.9,11.2,181.5
258143000,236,2025-03-13 22:53:31.016000+00:00,2025-03-13 23:35:51.634000+00:00,0.03,59.9781,5.2211,7.54,7.3,7.8,168.8
257947000,236,2024-11-17 03:30:20.322000+00:00,2024-11-17 04:09:49.156000+00:00,0.03,61.1351,5.0223,9.47,9.0,9.8,250.2
259161000,235,2024-12-05 16:18:02.282000+00:00,2024-12-05 16:52:32.459000+00:00,0.02,61.1279,5.0238,11.46,10.9,12.3,236.4
257386000,235,2024-11-25 23:09:59.855000+00:00,2024-11-25 23:50:19.200000+00:00,0.03,61.1322,5.0216,9.48,9.0,9.8,181.3
257023000,234,2025-02-03 14:31:18.852000+00:00,2025-02-03 15:05:29.253000+00:00,0.02,61.1322,5.0221,11.07,10.2,11.9,182.2
257036300,233,2024-10-06 14:11:13.398000+00:00,2024-10-06 14:47:44.294000+00:00,0.03,61.1328,5.0219,9.84,9.4,10.5,183.1
258030940,233,2024-10-20 19:54:24.067000+00:00,2024-10-20 20:31:05.018000+00:00,0.03,61.1338,5.0226,9.93,6.8,10.6,271.1
257904000,232,2025-01-25 05:45:16.649000+00:00,2025-01-25 06:20:26.417000+00:00,0.02,61.1268,5.0246,11.18,10.1,12.1,236.1
257094360,231,2025-03-23 16:04:31.597000+00:00,2025-03-23 16:21:29.800000+00:00,0.01,59.9513,5.2608,14.67,14.2,15.1,99.2
244267000,231,2024-12-18 11:17:46.943000+00:00,2024-12-18 11:54:15.602000+00:00,0.03,61.1309,5.0228,10.07,9.3,10.7,183.5
257088370,231,2024-08-14 09:37:41.965000+00:00,2024-08-14 10:13:41.834000+00:00,0.02,61.1292,5.0221,10.68,10.2,11.2,181.8
259071000,230,2024-11-15 18:01:17.369000+00:00,2024-11-15 18:41:48.585000+00:00,0.03,61.1312,5.0224,9.64,8.7,10.8,181.9
257914000,229,2024-11-16 10:00:16.295000+00:00,2024-11-16 10:35:33.717000+00:00,0.02,61.1317,5.0231,10.49,9.5,12.0,248.2
257982000,229,2024-10-01 14:16:51.733000+00:00,2024-10-01 14:56:02.086000+00:00,0.03,61.1304,5.0222,10.03,9.0,10.7,237.6
257190140,229,2025-03-14 05:52:57.137000+00:00,2025-03-14 06:35:25.532000+00:00,0.03,59.9778,5.2243,7.55,6.8,8.0,165.3
257208800,228,2024-11-01 23:44:17.465000+00:00,2025-03-13 14:32:07.454000+00:00,131.62,61.0096,5.0126,24.42,19.5,27.7,221.1
314475000,228,2025-01-17 00:29:05.038000+00:00,2025-01-17 01:05:25.670000+00:00,0.03,61.135,5.0216,9.87,9.2,10.5,181.4
257116000,228,2024-09-18 19:01:31.013000+00:00,2024-09-18 19:40:10.931000+00:00,0.03,61.1365,5.0209,9.28,8.7,9.7,180.1
257062400,227,2024-11-05 19:11:55.721000+00:00,2024-11-05 19:51:44.770000+00:00,0.03,61.1331,5.0216,9.27,8.2,10.1,249.4
257718000,227,2024-10-28 07:39:54.102000+00:00,2024-10-28 08:13:15.484000+00:00,0.02,61.1329,5.0228,11.07,10.4,12.0,258.3
255801980,225,2024-10-22 12:35:04.741000+00:00,2024-10-22 13:08:53.191000+00:00,0.02,61.131,5.0235,10.95,10.0,11.6,182.8
257086660,225,2024-11-30 13:17:06.013000+00:00,2024-11-30 13:43:08.361000+00:00,0.02,61.1289,5.0223,13.82,13.1,14.3,183.7
244218000,223,2025-01-16 11:09:26.838000+00:00,2025-01-16 11:46:46.641000+00:00,0.03,61.1365,5.0218,9.61,9.0,9.9,181.3
257212000,222,2024-11-20 18:32:38.211000+00:00,2024-11-20 19:05:17.208000+00:00,0.02,61.1324,5.0239,11.07,10.1,11.7,239.7
246869000,221,2024-10-18 13:13:54.644000+00:00,2024-10-18 13:50:52.623000+00:00,0.03,61.1359,5.0214,9.88,9.5,10.4,180.4
257036880,220,2024-08-07 04:57:51.836000+00:00,2024-08-07 05:43:00.407000+00:00,0.03,61.1287,5.0225,8.7,8.3,9.1,246.3
257071620,218,2025-02-23 03:06:40.427000+00:00,2025-02-23 03:35:41.144000+00:00,0.02,61.1315,5.0226,12.73,11.6,13.3,182.4
257001950,218,2024-08-19 11:36:22.733000+00:00,2024-08-19 12:13:02.860000+00:00,0.03,61.1326,5.0221,10.67,9.9,11.2,180.6
236701000,218,2025-02-22 05:33:57.631000+00:00,2025-02-22 06:10:15.705000+00:00,0.03,61.1349,5.0219,10.3,9.8,10.9,181.3
304145000,214,2025-02-20 19:03:19.042000+00:00,2025-02-20 19:36:18.952000+00:00,0.02,61.132,5.0216,11.25,10.3,12.2,182.7
265013000,214,2024-12-16 08:04:02.196000+00:00,2024-12-16 08:33:24.242000+00:00,0.02,61.1325,5.0228,12.65,11.4,13.4,181.6
257541600,214,2024-11-06 18:13:19.263000+00:00,2024-11-06 18:49:10.348000+00:00,0.02,61.1345,5.0223,10.68,10.1,11.3,181.1
257129000,211,2024-09-28 11:02:16.567000+00:00,2024-09-28 11:34:47.026000+00:00,0.02,61.1355,5.0217,10.8,10.3,11.4,182.2
232016424,211,2024-09-01 05:14:42.235000+00:00,2024-09-01 05:48:43.243000+00:00,0.02,61.1374,5.0216,10.42,9.5,11.8,181.5
209318000,211,2024-11-16 22:33:26.208000+00:00,2024-11-16 23:02:12.038000+00:00,0.02,61.1329,5.0224,12.56,10.3,13.4,180.9
210118000,211,2024-10-24 17:02:04.899000+00:00,2024-10-24 17:36:55.744000+00:00,0.02,61.1349,5.0223,10.95,10.2,11.3,181.0
258210000,210,2025-02-03 12:07:00.259000+00:00,2025-02-03 12:38:49.241000+00:00,0.02,61.1333,5.0239,11.31,10.8,11.7,240.7
257987800,210,2025-02-19 08:47:18.937000+00:00,2025-02-19 09:42:08.478000+00:00,0.04,61.1033,5.0173,3.23,0.2,7.8,148.3
236111791,209,2025-02-06 23:48:08.332000+00:00,2025-02-07 00:20:58.266000+00:00,0.02,61.136,5.0211,10.73,10.2,11.1,180.8
257084540,209,2025-03-06 11:15:36.640000+00:00,2025-03-06 12:03:54.671000+00:00,0.03,59.9792,5.2511,7.62,6.0,8.9,328.3
257719000,207,2024-12-26 16:54:03.915000+00:00,2024-12-26 17:29:14.191000+00:00,0.02,61.1343,5.0226,10.47,9.7,11.0,264.4
257042700,207,2025-01-11 01:57:13.261000+00:00,2025-01-11 02:31:43.152000+00:00,0.02,61.1338,5.0224,10.5,9.8,11.0,247.2
257816000,206,2025-01-10 06:13:41.791000+00:00,2025-01-10 06:48:53.657000+00:00,0.02,61.1323,5.0223,10.32,9.8,10.9,182.5
257149120,205,2025-02-26 16:18:12.496000+00:00,2025-02-26 16:56:42.585000+00:00,0.03,59.9769,5.2225,8.34,8.1,8.7,194.1
258313500,204,2024-09-04 05:08:36.890000+00:00,2024-09-04 13:41:56.945000+00:00,0.36,61.1359,5.0218,9.84,9.1,10.8,215.0
319236200,203,2024-08-09 05:33:50.561000+00:00,2024-08-09 06:00:50.275000+00:00,0.02,61.1295,5.0227,13.73,13.3,14.1,185.6
304267000,203,2024-10-21 14:52:26.860000+00:00,2024-10-21 15:26:36.273000+00:00,0.02,61.1356,5.0216,10.69,9.5,11.6,181.3
257031840,202,2025-03-21 07:25:40.879000+00:00,2025-03-21 07:42:54.605000+00:00,0.01,60.0922,5.2078,6.21,0.0,8.2,144.8
314238000,200,2024-09-09 11:51:52.208000+00:00,2024-09-09 12:24:11.539000+00:00,0.02,61.1309,5.0234,11.75,10.8,12.4,227.7
246474000,199,2025-01-27 13:11:38.917000+00:00,2025-01-27 13:44:49.204000+00:00,0.02,61.1352,5.022,10.87,10.5,11.2,180.3
257209600,199,2024-08-18 19:03:42.855000+00:00,2024-08-18 19:30:49.358000+00:00,0.02,61.1329,5.0203,13.62,12.9,14.1,223.9
308445000,198,2024-08-14 04:48:24.980000+00:00,2024-08-14 05:16:09.509000+00:00,0.02,61.1265,5.0225,13.8,13.0,14.4,183.9
257153000,197,2024-10-27 03:57:33.962000+00:00,2024-10-27 05:03:13.424000+00:00,0.05,61.1271,5.0742,8.84,7.7,9.7,176.0
257659800,196,2025-02-01 02:03:27.239000+00:00,2025-02-01 02:35:06.773000+00:00,0.02,61.1361,5.0213,11.33,10.4,12.5,180.9
314036000,196,2025-03-02 21:48:41.903000+00:00,2025-03-02 22:23:59.785000+00:00,0.02,61.1286,5.0237,10.67,10.2,11.0,235.7
257411000,196,2025-01-08 01:42:06.837000+00:00,2025-01-08 02:15:16.518000+00:00,0.02,61.1277,5.023,11.99,10.9,12.6,266.6
236668000,195,2024-08-15 02:08:48.239000+00:00,2024-08-15 02:36:27.980000+00:00,0.02,61.1298,5.0228,13.07,12.6,13.4,184.4
259319000,194,2025-02-21 02:15:36.082000+00:00,2025-02-21 02:48:15.209000+00:00,0.02,61.1357,5.0222,11.17,10.3,11.7,181.3
232009818,190,2024-08-24 10:28:55.389000+00:00,2024-08-24 10:57:44.407000+00:00,0.02,61.1334,5.0219,12.67,12.2,13.0,181.9
257852000,188,2025-03-04 19:11:16.720000+00:00,2025-03-04 19:27:50.866000+00:00,0.01,59.9892,5.2155,14.21,13.6,15.0,200.2
259004230,177,2025-01-08 05:16:42.358000+00:00,2025-01-12 09:38:37.757000+00:00,4.18,61.1169,5.274,2.65,0.0,10.4,151.7
259009000,168,2025-03-17 03:31:48.395000+00:00,2025-03-17 04:11:48.493000+00:00,0.03,61.118,5.0239,8.64,8.1,8.9,188.2
257044340,165,2025-03-04 17:10:09.565000+00:00,2025-03-04 19:51:18.945000+00:00,0.11,60.0962,5.2134,3.36,0.0,7.6,256.3
257367000,162,2025-03-24 18:24:21.150000+00:00,2025-03-24 18:51:00.669000+00:00,0.02,59.9885,5.2153,9.5,9.1,10.3,178.9
257128000,155,2024-08-26 23:07:36.497000+00:00,2024-08-27 00:02:35.690000+00:00,0.04,61.1269,5.0231,7.71,7.3,8.5,229.4
257952600,149,2025-03-20 02:41:47.988000+00:00,2025-03-20 02:48:15.964000+00:00,0.0,60.1235,5.1994,4.61,0.0,31.3,183.4
305729000,140,2025-03-09 13:33:14.486000+00:00,2025-03-09 14:46:33.227000+00:00,0.05,60.0172,5.3722,11.4,10.6,11.8,330.7
259031000,140,2024-08-24 17:41:42.898000+00:00,2024-10-16 18:23:34.051000+00:00,53.03,61.024,5.019,36.81,19.4,41.0,267.1
258969000,115,2025-01-30 15:15:20.920000+00:00,2025-02-07 10:43:52.356000+00:00,7.81,61.0149,5.0149,5.76,5.4,6.1,248.2
258031070,112,2025-02-07 07:55:09.485000+00:00,2025-02-07 08:33:48.720000+00:00,0.03,61.1364,5.0212,9.25,8.7,10.0,180.4
258582000,112,2025-03-10 07:07:47.937000+00:00,2025-03-10 07:43:07.505000+00:00,0.02,61.1354,5.0218,10.15,9.3,10.8,180.6
258069000,112,2025-03-04 19:07:43.803000+00:00,2025-03-04 19:44:44.488000+00:00,0.03,61.1262,5.0243,11.47,10.7,12.2,265.1
257521000,107,2025-03-05 22:37:14.402000+00:00,2025-03-05 22:58:55.426000+00:00,0.02,59.9888,5.2162,11.35,10.9,11.7,198.7
257319000,98,2025-03-02 15:07:46.390000+00:00,2025-03-02 15:40:46.705000+00:00,0.02,61.1376,5.0216,10.73,10.2,11.1,180.7
257018700,95,2025-03-23 14:00:19.491000+00:00,2025-03-27 11:05:35.379000+00:00,3.88,60.0083,5.2623,0.0,0.0,0.0,16.7
246476000,91,2024-12-19 12:56:17.272000+00:00,2024-12-19 13:26:36.389000+00:00,0.02,61.1362,5.0219,12.0,11.1,12.7,180.9
257060000,89,2025-01-26 01:02:15.552000+00:00,2025-01-26 01:32:15.715000+00:00,0.02,61.1361,5.0216,12.04,11.5,12.5,181.1
219034285,88,2024-12-28 10:39:41.599000+00:00,2024-12-28 11:10:43.251000+00:00,0.02,61.1369,5.0221,11.25,10.4,11.8,181.6
219076000,87,2024-12-16 08:59:05.286000+00:00,2024-12-16 09:27:46.413000+00:00,0.02,61.1343,5.0223,12.93,11.9,13.7,181.7
257056000,86,2025-02-22 17:12:07.383000+00:00,2025-02-22 17:41:08.406000+00:00,0.02,61.1352,5.0222,12.39,11.7,12.9,180.8
